c_num,s_num,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
9,26,20.552,2438.9,43.226,21.989,32.53,182.31,240.15,1644.3,32.945,115.37,19.748,317.12,144.94,19.583,311.62,3.2913,8.5006,40.221,284.5,40.466,11.817,17.863,94.19,139.23,17.601,158.41,13.839,76.225,101.04,67.796,28.559,10.182,103.28,1226.1
9,27,58.298,99.149,827.36,35.472,44.497,274.57,156.94,1764.7,156.41,319.4,77.909,1378.3,852.69,99.266,94.12,13.654,95.074,91.349,529.48,56.395,19.64,34.044,1180.9,184.33,63.384,36.651,86.203,29.28,12.392,280.58,70.702,16.168,208.61,178.13
9,28,23.592,4.7242,11.409,30737,61.968,40.719,3.271,93.189,0.53795,32.337,2.6942,87.66,13.061,2.0833,1.9735,7.9031,6.3123,0.30776,32.646,16.682,7.2134,253.15,17.009,8.9504,4.4255,0.22273,2.0913,0.69722,2.2312,1.6751,6.8721,6.3481,301.81,1862
9,29,66.49,11.749,33.463,76.744,14056,260.26,5.2384,114.68,5.3918,21.679,13.041,75.387,82.334,1.333,8.9377,32.25,20.961,15.599,34.918,95.232,51.195,717.79,36.387,10.148,2.2523,1.3853,28.447,1.5938,1.9078,15.585,15.881,29.256,10232,612.67
9,30,1823.3,175.12,446.24,808.46,2388.2,2.87E+05,271.32,3176.7,233.93,837.41,122.06,1610.1,1983.9,173.28,204.69,678.53,1224,248.57,1098.2,6224.7,1314.2,1969.3,980.48,467.88,62.18,70.971,243.14,101.05,47.949,305.74,404.14,839.9,11651,17307
9,31,13.462,248.29,122.5,30.5,30.883,54.388,7989,2582.2,45.93,125.93,36.724,325.61,238.62,10.743,248.1,1.5706,15.563,5.5312,241.37,15.058,6.6582,28.833,64.224,438.11,19.357,74.002,44.546,390.4,39.169,65.576,54.246,6.9469,154.56,874.01
10,1,337.48,2924.6,1689.5,442.75,393.73,1959,2638.3,48506,1174.4,1864,404.43,4817.3,2908.8,305.24,1394.2,76.539,172.08,299.21,2855,420.55,249.23,726.57,3139.3,3102.4,327.36,572.49,288.44,816.54,302.04,1109.9,653.03,153.01,1425.2,12929
10,2,16.582,28.943,55.916,24.346,30.964,186.88,39.281,646.88,1450.8,74.073,54.656,157.59,151.54,12.374,75.918,2.1032,9.9796,30.622,59.21,58.374,9.7911,25.772,131.51,122.34,8.9802,5.7543,15.685,20.649,3.6746,435.47,13.407,4.469,109.66,805.44
10,3,117.3,70.023,252.92,133.28,93.03,162.36,209.81,1467.5,37.841,22623,24.577,1733.5,498.41,58.31,77.07,14.158,14.15,64.474,507.39,90.549,10.486,157.57,251.5,161.81,892.53,29.143,44.102,23.313,32.205,190.32,129.04,9.3243,187.2,1920.1
10,4,10.338,14.627,26.84,13.544,53.717,58.096,39.899,303.46,86.271,31.556,2825.4,84.76,77.275,3.5989,32.507,2.2291,9.0973,4.0895,53.679,13.549,7.2195,8.0424,52.239,71.515,7.4817,2.9507,44.448,10.758,3.454,339.63,10.014,3.1753,54.756,622.27
10,5,120.78,214.76,1048,191.56,176.7,381.8,353.38,4027.1,122.71,1408.2,113.41,33369,1410.7,81.965,195.67,29.859,52.812,132.84,1376.8,174.03,99.529,228.55,641.7,619.95,178.99,114.56,38.321,110.92,65.075,396.68,309.16,44,503.55,4355.3
10,6,165.1,89.213,318.52,117.6,159.12,432.04,145.37,1605.9,231.37,327.05,89.229,1070.7,27065,48.499,69.451,25.031,84.705,1143.6,417.58,137.75,54.1,131.89,432.76,255.48,55.42,47.774,47.571,36.802,24.702,322.83,116.4,38.427,678.3,2340.6
10,7,16.747,12.726,19.668,12.987,2.2592,0.86284,3.889,52.212,4.6814,13.405,1.116,35.649,31.161,1916,2.7883,0.052299,3.4565,3.3843,49.864,0.42047,0.38537,4.3,16.229,9.9395,1.3496,36.743,2.526,2.5808,0.4006,1.8587,21.653,0.4383,13.316,291.81
10,8,5.0431,188.28,53.228,10.031,11.418,57.565,149.37,1135.5,25.008,95.266,13.948,199.48,154.35,11.499,1627.9,0.72732,2.5643,20.292,158.97,21.417,7.9867,10.543,65.384,167.33,5.9894,245.26,36.976,131.3,23.302,36.647,34.43,1.5815,55.718,594.56
10,9,162.55,5.8494,26.622,21.054,66.884,539.08,13.18,304.93,11.182,54.753,18.623,68.564,150.26,14.972,0.65333,5831.6,20.996,10.252,103.43,1349.6,56.51,38.772,76.924,18.904,7.1093,2.6243,2.7323,9.0596,1.2194,12.584,32.438,90.049,660.55,2205.1
10,10,69.044,12.938,34.015,58.462,82.542,112.55,15.373,301.96,9.5777,54.693,10.596,98.569,187.18,9.7056,6.1927,25.609,24351,20.28,145.29,25.118,19.142,47.998,91.627,39.476,6.9964,6.5517,37.555,4.65,3.2686,26.624,43.214,19.554,421.35,1857.9
10,11,5.9973,11.05,16.112,4.4292,3.6068,14.598,11.348,197.82,13.297,22.392,5.7421,81.57,343.22,1.901,4.6308,1.0832,1.4367,1962.6,23.485,14.991,1.9345,20.333,27.903,10.816,2.591,1.6968,5.1834,4.6686,1.4305,25.781,4.6404,0.74951,59.405,111.18
10,12,185.96,372.58,433.22,206.54,143.92,481.66,338.57,3393.6,158.69,1225.7,114.63,2493.9,864.21,323.88,265.38,24.344,74.723,96.247,36320,102.09,69.519,185.01,415.16,683.82,155.82,222.22,74.603,123.97,179.68,251.17,326.12,37.394,444.9,5033.3
10,13,578.71,48.306,275.5,240.07,461.41,6570.1,122.21,739.52,13.239,110.51,23.71,275.95,330.19,16.951,64.077,558.63,107.49,28.609,182.92,1.11E+05,2517.9,543.75,210.05,72.321,15.624,20.491,63.573,21.62,8.2991,66.719,104.99,2271.7,1830.7,7143.5
10,14,193.42,22.982,33.672,106.13,193.5,2437.3,19.787,293,11.8,89.792,22.425,75.298,182.98,15.088,12.631,100.76,107.98,15.816,116.52,711.87,36207,198.95,82.524,97.444,11.655,6.717,29.806,65.73,6.1593,46.992,116.93,198.66,892.54,1789.5
10,15,23.277,2.798,48.949,46.293,371.79,96.916,5.8769,79.427,1.6289,14.877,2.8666,38.267,21.141,0.36677,1.6413,2.1334,6.1646,4.8131,8.8456,27.868,9.343,10689,21.283,17.542,1.3853,0.15836,2.7955,1.8481,4.8207,1.3971,8.6512,3.7583,3125.3,895.61
10,16,61.843,147.25,1310.5,35.076,38.85,235.84,135.05,2688.6,242.67,552.34,89.022,945.58,811.24,53.37,82.508,12.915,29.508,137.39,521.6,76.421,31.575,37.427,702.64,246.24,109.01,49.38,19.375,31.859,19.738,234.14,42.878,16.018,164.45,960.21
10,17,15.198,118.47,249.41,24.586,18.026,56.316,573.23,2735.1,166.36,288.55,53.253,776.18,382.86,27.678,354.38,4.8477,4.9126,20.973,495.65,18.095,10.59,15.121,222.67,10681,13.488,132.58,226.73,182.39,68.937,230.54,82.765,3.6839,65.784,2315.1
10,18,3.7861,26.959,55.786,20.207,40.3,9.7813,31.611,520.5,9.7943,580.74,6.9029,325.89,119.72,4.1175,18.403,0.23902,1.7394,5.7801,73.127,5.9095,0.54749,27.355,27.067,41.352,1935.8,8.6486,5.8688,15.223,8.7155,16.663,16.84,3.2942,62.073,312.6
10,19,6.8056,33.94,21.187,9.4194,14.766,7.8747,43.423,289.7,5.0783,28.179,4.4872,179.65,61.228,9.8022,169.24,0.2797,1.7289,13.947,127.29,3.6243,1.4236,13.872,21.359,71.847,3.5198,2864.1,8.7278,8.9803,10.948,11.676,25.042,1.3807,59.747,239.5
10,20,0.53212,0.050209,0.78017,0.018215,0.22583,0.50354,2.8786,8.9278,0.049265,0.32444,14.789,1.4389,0.51024,0.069433,0.99669,0.28382,0.57998,4.48E-05,2.6922,0.025497,0.15735,0.18895,2.1757,7.7032,0.013423,0.79785,21828,1.1746,0.085844,3.3121,1.3354,0.015784,1.1846,434.97
10,21,3.1663,98.751,59.28,8.1517,3.2539,17.946,334.9,999.91,19.378,24.04,13.217,91.38,42.814,5.2426,95.219,0.10038,0.79933,1.9154,76.073,1.0059,2.3821,3.8331,17.309,147.59,1.0635,34.991,16.204,1407.2,12.845,18.503,33.999,0.89237,13.182,321.83
10,22,9.9829,77.281,10.096,1.609,5.1708,9.0458,44.323,421.83,7.989,25.638,6.1516,65.012,57.928,3.0343,37.585,0.24947,3.67,3.6696,136.95,2.8171,4.633,4.1638,27.52,48.176,2.7138,19.422,10.929,29.484,754.81,16.59,16.431,0.45599,19.074,503.05
10,23,44.812,28.7,89.701,46.508,37.144,117.06,35.791,412.03,425.76,61.493,219.18,174.64,157.87,9.1569,22.613,8.0575,16.822,12.139,88.092,43.239,20.719,29.872,99.666,135.31,11.246,4.6783,14.857,15.618,7.4766,2329,23.09,9.2069,101.34,1508.6
10,24,28.88,61.316,96.035,32.497,19.796,52.619,56.706,945.82,15.861,149.82,19.764,188.85,244.81,94.6,36.819,1.6323,9.2523,34.084,296.69,6.9316,5.2657,16.139,133.75,121.07,11.594,188.76,52.961,10.698,17.936,20.283,11319,3.9316,106.46,2272.8
10,25,244.72,11.536,23.127,56.015,212.13,2742,18.527,277.25,11.926,46.963,8.9003,99.345,172.66,10.409,3.8394,90.982,33.533,17.666,83.084,660.2,105.6,200.15,95.58,30.889,3.17,2.5794,9.228,4.5331,1.8615,34.609,40.058,5947.4,1128.7,2055.2
10,26,453.23,86.509,281.08,435.01,6170.9,1965.3,51.953,1060.3,23.823,96.78,31.189,366.31,507.4,10.335,25.037,72.729,154.81,196.51,127.15,674.66,313.28,6625.8,281.01,71.818,10.036,5.6732,44.987,9.1168,13.359,56.405,63.781,260.4,1.71E+05,4637.1
10,27,847.98,257.99,439.43,857.95,428.69,2837.4,178.53,3261.9,223.6,404.05,179.81,1190.6,888.4,111.97,84.961,623.84,574.56,93.005,873.96,1670.9,315.82,436.3,618.96,323.82,44.549,90.922,190.03,254.65,85.25,500.02,260.18,282.26,2527.2,1.35E+05
10,28,15678,0.34948,4.1212,0.96431,4.8998,38.145,0.44235,7.0912,0.28198,0.73202,0.56019,3.6683,6.7441,0.11659,0.092682,12.897,7.2049,0.79735,1.459,35.274,12.076,2.8873,2.5031,0.22892,0.14107,0.077419,1.9729,0.13988,0.043369,0.40381,0.85077,3.7632,57.64,264.83
10,29,17.003,7860.7,22.564,18.13,44.823,452.96,78.925,481.46,23.408,44.076,17.088,90.202,66.786,15.856,88.475,3.3651,99.91,6.8275,181.72,50.731,34.828,19.518,46.165,44.258,3.4289,33.395,28.793,30.716,70.991,28.034,31.741,17.155,181.22,833.85
10,30,16.028,33.886,5413.8,19.968,86.568,104.24,150.98,940.18,68.673,215.79,32.311,1269.7,379.48,16.118,37.198,4.3108,679.49,37.607,261.79,27.683,6.4022,4.9159,1283.3,121.62,22.537,19.943,68.84,13.664,4.9372,83.149,43.021,3.5874,128.89,420.06
10,31,7.2832,5.4105,13.488,25539,79.524,8.9032,1.5233,66.279,2.2531,19.629,1.1165,17.624,32.558,2.7397,0.57913,1.1493,19.629,3.9005,15.316,5.5862,6.0605,64.202,8.9401,6.948,4.5626,1.5198,8.7742,2.1031,0.1531,4.7839,3.5579,0.79081,662.42,979.24
11,1,5.79,1.1485,16.452,25.44,12035,57.371,3.2812,26.059,1.3594,8.7738,1.3629,17.273,33.541,3.5935,1.3247,2.6044,8.1691,3.3272,9.8149,7.7723,3.3476,30.332,3.2153,1.8776,0.53172,0.44218,9.4246,1.7786,0.25264,2.4003,0.79147,2.2626,1942.7,214.01
11,2,406.06,79.67,263.47,228.97,687.55,3.79E+05,84.573,1147,81.162,503.42,37.941,424.9,641.44,88.115,31.513,171.3,1426,77.002,592.43,1931.4,1332.3,284.7,368.27,252.66,34.154,74.563,503.97,22.304,23.064,96.462,268.01,181.04,3891.2,7353
11,3,10.434,148.08,75.852,14.29,17.912,135.61,5549.2,920.22,52.825,57.272,13.269,143.27,85.193,9.3124,105.52,0.34093,57.082,4.7383,144.86,31.208,23.99,15.596,40.501,321.13,5.4712,63.389,97.4,224.24,23.137,35.313,22.472,7.217,98.833,646.45
11,4,99.186,1178.8,822.12,138.29,169.73,704.14,645.04,42275,555.45,498.29,155.95,1491.8,852.07,72.486,367.66,38.39,350.93,84.724,1134.6,299.27,158.16,138.34,1466.4,954.92,62.473,111.92,288.06,131.34,94.639,376.44,189.57,56.805,1047.2,5029.1
11,5,8.9421,6.4905,12.491,3.9592,16.307,71.825,8.1484,495.79,2890.1,11.031,40.123,47.797,55.298,3.0129,2.8851,0.90385,14.573,16.624,21.088,22.856,6.864,2.2408,23.044,31.689,62.062,3.2636,13.747,2.7837,0.69557,230.97,8.0204,1.1844,61.025,543.12
11,6,38.551,35.131,151.92,66.079,71.088,97.554,44.65,506.59,25.866,45396,20.347,1312.7,531.23,111.73,31.849,3.1543,71.139,119.4,320.88,34.089,61.939,144.55,98.319,132.8,612.07,105.75,101.59,11.248,14.988,34.225,58.511,8.8087,477.31,2562.8
11,7,2.8426,9.94,92.492,7.8392,8.0229,15.337,9.1712,135.16,34.82,23.46,3723.9,30.893,44.972,2.2101,9.9241,0.29777,9.1413,0.93165,24.739,10.241,2.948,5.1299,21.144,32.292,3.3408,0.96976,94.458,0.26743,1.4376,128.52,8.1991,0.70971,55.371,335.56
11,8,34.805,83.977,620.97,60.095,86.278,204.92,102.88,1212.4,49.187,476.23,64.192,31286,495.92,30.282,53.513,9.4801,156.38,29.72,638.1,171.63,64.161,37.647,219.03,165.72,51.327,31.914,86.154,23.198,23.301,90.305,96.006,14.164,565.45,1787
11,9,47.489,31.114,176.47,36.227,103.48,116.07,44.446,560.54,44.721,142.05,49.444,298.05,19696,12.781,18.006,7.1789,118.87,628.39,216.45,118.67,41.943,23.012,113.53,72.519,19.002,12.457,50.741,4.6428,7.1533,120.73,43.856,10.312,389.57,1104.4
11,10,1.1272,0.59944,0.91179,6.7816,2.1187,1.4213,0.82095,9.0361,0.64336,10.768,1.009,8.6751,5.4986,4401.1,0.51255,0.5806,9.1431,0.33523,33.983,2.1384,1.2583,1.3149,0.77057,1.2514,0.62113,10.928,4.5952,0.14305,0.25498,1.5328,7.4465,0.12755,26.868,331.47
11,11,3.7028,64.788,46.822,1.4969,15.984,15.952,53.963,492.71,7.5451,20.743,5.2318,81.294,61.072,3.6756,2928,0.68172,0.90932,5.4343,44.589,15.526,5.4685,2.1398,13.393,58.999,1.1911,169.58,25.263,58.25,13.552,21.133,9.157,2.1547,45.038,235.97
11,12,44.329,0.38391,5.7971,1.6687,12.762,21.992,1.153,12.094,0.47682,14.36,2.9734,10.98,15.401,1.734,0.76035,7943,46.452,0.53991,9.5158,68.533,36.867,4.2374,5.7474,3.1893,0.26669,0.29289,2.4763,0.11586,0.067709,1.9005,12.604,9.6489,67.631,532.55
11,13,23.859,12.241,43.189,18.381,148.13,190.92,4.6814,125.48,5.8042,20.611,2.6836,35.796,88.463,5.9308,1.7399,17.484,35118,13.393,63.274,35.23,14.269,15.222,28.947,24.907,3.6401,4.3795,16.938,1.3409,0.82488,8.1942,37.959,11.393,312.54,997.17
11,14,1.6301,1.5231,17.012,0.11461,5.583,1.5711,0.65077,24.673,1.1403,3.878,2.0727,13.951,195.35,0.52167,2.2685,0.010833,3.6396,3187.8,13.203,1.154,0.13429,0.32294,4.1038,0.71679,0.84778,0.25248,3.8229,0.26565,0.04889,2.2564,5.4164,0.22786,51.209,36.451
11,15,134.21,280.63,278.1,80.887,329,253.44,128.15,1428.8,116.73,531.27,53.923,1555.2,505.86,293.29,101.93,12.841,214.98,59.358,50577,111.59,104.38,83.123,209.5,243.57,65.628,132.23,149.21,57.017,151.41,112.87,116.45,22.296,1587.4,3793.4
11,16,93.022,18.318,65.236,24.573,77.113,2268.7,9.3093,383.16,2.3355,18.174,6.4957,87.026,66.237,0.65454,17.381,90.589,125.03,4.9342,47.23,67320,1710,60.227,51.324,18.297,2.3907,0.60028,35.171,3.6572,1.1008,10.112,17.202,862.1,760.26,2156.3
11,17,12.209,5.6383,11.03,3.7214,17.964,343.51,2.75,40.33,1.2829,6.1125,1.0005,13.971,10.408,1.5765,1.162,12.53,39.486,0.56584,20.16,239.93,26528,8.8304,5.6592,29.283,0.61507,1.9839,21.579,1.4569,0.72179,2.6434,7.3125,86.718,153.14,398.76
11,18,2.5788,0.73362,5.489,60.66,125.59,14.147,2.9675,16.223,6.5708,6.8333,0.18134,7.3013,7.9487,0.42672,0.45753,0.29239,9.3399,0.69613,5.0399,1.9943,1.6725,17645,2.5133,6.4722,0.19223,0.047167,1.0854,0.052118,0.087359,0.36825,0.89289,0.94613,1854,437.32
11,19,18.308,39.256,774.7,13.428,23.144,72.235,39.546,724.92,119.61,73.399,31.329,303.59,267.13,11.991,30.364,3.8342,36.423,24.567,152.74,23.711,23.251,10.989,7876.4,61.868,35.547,12.142,24.649,3.2047,7.3362,86.86,13.332,11.901,90.055,334.94
11,20,7.285,55.494,76.267,18.866,17.515,72.202,225.03,823.69,68.901,44.517,22.764,119.95,156.67,6.4947,93.185,0.89478,3.0319,12.846,159.52,52.538,12.261,6.9023,76.064,12629,2.4643,101.24,201.35,123.42,7.2454,119.15,16.54,2.4871,88.04,1134.1
11,21,7.4069,4.6056,45.158,9.8146,14.675,8.3845,7.0726,149.79,29.501,735.43,12.97,331.45,116.4,17.674,0.54358,0.16025,4.0034,23.422,49.399,10.419,6.8775,6.6033,47.35,8.8089,4880,2.4036,7.6457,1.3131,0.41194,24.364,5.7067,0.49156,116.49,500.66
11,22,0.99427,6.3246,4.5802,0.5449,1.3983,1.0537,9.0222,68.884,0.044174,3.8363,0.48736,22.61,5.365,9.8408,22.969,0.11439,0.20609,0.071282,29.331,0.87646,0.050936,0.87636,2.5847,27.632,0.34035,5672.5,5.4226,0.65057,1.0681,3.3376,18.925,0.24005,6.4256,97.77
11,23,0.074682,0.31285,1.7657,0.13917,0.41129,1.1609,3.9063,19.03,0.34033,0.60442,4.8728,0.70797,1.3369,0.29306,1.0822,0.00075016,0.084507,0.00061325,1.3994,1.6566,0.49859,0.037928,0.66029,6.1283,0.00169,1.1296,46746,0.7225,0.070216,1.5292,1.2991,0.21116,4.1797,449.98
11,24,4.1443,50.207,15.459,1.8614,3.0037,4.3604,238.94,218.64,2.2736,15.184,5.1044,45.169,26.153,2.8257,141.57,0.046234,0.24534,0.5034,50.116,1.4512,0.52087,1.1885,3.4641,40.147,0.18355,26.992,34.262,2131.3,7.0469,7.4244,5.1717,0.28317,26.818,171.41
11,25,0.83858,45.819,5.5779,0.86363,4.3142,1.0712,12.315,105.77,1.3767,5.1011,1.5355,11.538,4.7373,2.3867,9.7232,0.076312,0.42856,3.401,86.379,0.63734,0.59041,3.6334,2.2238,18.477,0.79864,12.798,12.348,3.7893,918.59,2.637,4.4472,0.25718,19.307,221.05
11,26,9.2956,9.2649,25.161,11.683,8.4454,53.037,7.2824,134.03,196.02,12.033,113.6,46.714,45.565,2.7748,2.1116,4.2775,13.472,2.0896,32.526,12.486,11.071,5.0635,24.226,46.481,1.4992,1.6103,22.65,2.1011,2.5883,4530.8,16.266,2.7593,72.836,589.22
11,27,28.195,26.013,92.302,9.8758,144.09,15.4,19.861,357.15,28.832,140.04,18.517,203.29,264.12,88.307,19.771,3.973,50.523,24.346,244.01,8.2257,12.144,5.822,58.1,43.802,13.135,139.72,471,8.1601,7.861,34.627,15419,2.3478,606.9,2028.2
11,28,17.239,2.2769,3.1207,2.8162,13.617,417.52,1.5534,28.574,0.70118,8.9647,1.4442,12.287,12.707,1.4751,0.37889,6.2848,17.436,0.78563,11.205,149.22,39.622,6.0605,4.8259,3.0756,0.39705,0.16449,1.6505,0.23827,0.066655,2.5064,6.4573,7183.2,129.94,327.5
11,29,87.052,38.977,96.7,178.51,2872.5,743.74,24.061,683.35,19.57,86.608,15.714,171.38,209.34,6.0733,33.661,20.665,204.87,49.301,110.98,467.46,281.46,958.12,69.718,30.186,7.1363,3.5473,31.429,12.692,2.5128,23.423,26.519,201.83,1.02E+05,1711.1
11,30,705.01,245.05,408.54,317.78,490.92,2681.4,107.57,2230,233.41,516.71,176.97,1101.8,623.58,197.37,145.2,389.16,1693.1,86.093,849.26,1772,646.11,168.47,355.92,269.78,27.739,317.39,1070.4,286.23,165.89,450.67,279.92,304.77,2821.3,1.06E+05
11,31,43710,19.213,209.44,58.023,472.53,6316,3.2406,157.51,11.678,123.94,299.22,122.37,674.23,16.025,0.81546,812.55,1621.4,5.3627,239.02,4050.9,2067.7,60.739,20.156,5.482,1.7244,0.26346,295.18,0.73751,0.3769,20.184,99.472,2436.2,1778.9,17372
12,1,99.712,15422,479.97,115.4,155.79,412.19,905.49,10602,213.03,364.09,121,822.77,444.19,44.368,774.26,17.146,77.033,31.427,2372.6,243.71,103.38,73.084,259.63,600,40.438,242.27,237.56,296.83,517.16,386.67,183.06,128.95,908.94,4541.5
12,2,171.63,408.6,8806,208.64,170.52,1067,466.55,14029,380.26,1134.5,296.1,8367.2,2486.9,118.96,227.33,64.16,321.11,117.09,2533.2,262.08,220.87,191.1,3425.4,832.74,218.5,129.37,266.6,175.04,114.43,818.47,471.95,73.024,977.69,6389.7
12,3,124.05,85.892,409.81,95204,536.77,1684.5,17.154,1456.5,3.9396,430.62,159.39,192.27,85.227,6.1619,6.3581,213.12,45.536,1.0102,422.65,1380.6,1275.8,566.67,274.56,75.657,76.857,9.7064,25.275,19.094,1.1556,16.679,69.307,1019.8,3219.2,9593.8
12,4,190.27,174.81,233.33,172.74,48596,2269.7,22.109,882.52,27.287,163.54,23.785,214.8,1160.4,14.577,11.064,36.285,114.44,19.49,317.48,1188.1,567.92,1594.8,101.66,67.371,39.004,14.042,108.19,4.2816,4.4718,43.537,88.544,328.18,29024,5187.8
12,5,2812.7,449.78,2229.4,1199,3964.6,1.15E+06,550.24,7285.7,462.93,2085.2,298.45,2011.6,3512,323.94,132.16,2175.2,3225.6,201.27,4143.7,12457,18331,1657.9,1910.1,1091.2,201.63,276.13,1244.7,187.47,101.86,528.08,1202.5,4153.9,18986,42222
12,6,16.195,693.39,340.13,46.215,95.947,85.87,17306,7104.7,159.75,202.96,130.76,556.68,473.94,15.003,462.75,1.5395,17.92,13.669,714.26,71.48,60.255,38.136,369.21,1266.8,30.914,271.88,202.16,1120.3,128.04,234.63,108.01,12.374,355.63,1890.4
12,7,664.69,9409.1,6078.5,1115.4,1286.9,7816.1,6340.5,1.82E+05,3048.9,4654.7,1895.2,12735,6939,456.11,2952.8,189.18,809.87,538.69,10518,1641.9,1904,1423.5,8389.9,7445.7,705.75,1012.4,1520.6,1459.9,898.57,3652.6,1537.7,708.29,6705,35502
12,8,54.861,50.234,87.069,17.774,60.267,196.95,91.764,1682.2,6531.2,89.943,121.66,274.91,313.51,10.625,49.903,3.0494,25.754,40.358,98.468,27.382,84.876,16.854,202.16,279.95,22.073,10.259,36.607,19.606,7.5823,890.35,33.217,7.731,184.72,1623.8
12,9,100.22,299.34,827.95,242.26,193.14,449.09,300.54,6663.6,217.34,98505,241.39,5454.9,1939.6,234.84,135.81,79.628,140.97,158.11,4044.2,117.37,121.21,624.38,604.81,606.66,3498.1,124.8,89.045,110.52,49.428,514.84,716.4,54.285,1148.8,9191
12,10,70.354,108.09,112.22,54.712,86.014,653.02,114.67,2409,442.85,203.69,16064,288.24,338.28,12.965,44.49,18.158,74.504,24.65,443.22,522.28,170.35,41.012,1093.7,248.9,68.359,30.799,296.13,9.8547,20.314,1882.4,122.59,201.63,298.11,2658.5
12,11,195.82,688.24,4516.2,320.62,348.79,1273.1,773.03,14081,471.15,3650.2,279.08,1.13E+05,2892.9,147.6,281.06,44.61,254.82,238.42,4918.7,631.73,697.15,392.48,1253.7,849.98,290.89,372.33,139.36,296.07,162.23,969.37,850.15,128.06,1417,11197
12,12,2888.7,374.39,1515.9,210.96,411.71,2447.5,359.21,6633.7,477,974.03,292.84,2124,42629,63.972,144.23,48.837,811.45,2425.5,1446.4,1181.1,658.03,509.12,1136.9,341.88,104.5,86.502,232.15,83.836,59.339,1343.8,261.72,228.85,2853.7,9557.5
12,13,46.584,18.728,74.955,4.0495,19.6,52.785,32.652,651.43,19.253,135.48,212.81,225.72,145.66,10545,33.062,0.48344,10.563,4.176,676.85,7.0942,2.3428,6.4059,38.659,65.86,23.059,259.65,16.267,47.403,63.079,48.911,117.76,20.037,308.27,1852.8
12,14,25.285,547.67,207.43,4.8653,11.089,79.782,344.29,2443.3,40.038,95.882,23.56,179.64,213.57,6.8239,4923.5,1.2119,3.0931,64.215,427.98,13.399,11.61,9.5871,101.1,393.66,5.6577,362.55,60.495,214.76,100.34,69.315,36.797,2.6314,55.96,815.74
12,15,383.11,2.8224,26.812,7.9259,62.183,543.83,3.6524,332.55,6.1914,18.507,0.58419,49.166,50.512,2.3693,0.39891,2964.2,33.591,0.612,29.975,2035.2,391.35,6.985,69.222,5.341,0.41434,0.77723,3.1215,2.2837,0.30702,2.778,11.455,429.35,341.44,1939.6
12,16,229.51,39.504,709.65,125.35,291.27,2071.2,62.531,1082.2,42.92,309.24,36.471,225.26,641.9,46.929,30.873,242.89,1.46E+05,29.092,590.67,466.47,462.36,104.04,185.24,84.801,47.092,102.85,71.052,7.6397,13.522,86.327,152.45,232.78,2806.8,12611
12,17,4.028,20.632,12.706,1.5331,12.009,32.739,6.5754,366.75,12.836,32.014,5.6683,83.573,546.14,0.85148,2.8919,0.24772,2.0876,3869.6,49.235,17.583,4.2555,8.0065,29.582,17.297,2.0979,2.1655,33.539,1.1405,4.0656,92.134,7.3132,4.3276,44.561,331.67
12,18,431.28,2199.9,1346,516.51,527.81,2177.2,1112.5,15453,528.45,3777.7,446.46,7888,2599.5,926.18,867.8,112.82,396.51,222.86,1.75E+05,350.4,481.24,1213.2,1110,1856,549.35,1330.8,763.75,528.98,1155.1,800.46,1208.1,151.41,2549.4,21834
12,19,1335.3,124.54,521.12,739.48,1724.1,27375,342.72,2173.9,40.64,273.18,71.638,577.07,1088.4,50.48,187.85,2413.3,745.38,34.627,370.89,5.55E+05,13499,2287.4,392.78,259.72,27.596,59.104,315.95,34.168,16.046,194.22,320.59,7836.5,6854.7,34570
12,20,628.69,39.748,424.01,151.61,513.81,10690,173.9,625.34,109.23,299.58,52.823,142.85,346.98,79.673,67.11,537.44,962.09,26.477,519.83,6228.6,1.98E+05,831.69,190.19,280.44,104.48,82.757,164.06,136.96,14.637,89.803,305.92,1694.3,3429.4,13403
12,21,90.326,10.005,134.47,125.97,1087.8,230.67,11.993,927.82,7.3012,100.21,18.411,96.701,92.972,2.3419,5.4833,4.6947,234.26,3.0049,198.09,493.5,248.15,49945,28.951,5.1669,0.62814,10.439,10.996,0.94915,0.94603,10.24,7.2636,178.23,12251,4283.1
12,22,99.332,446.6,4905.9,63.334,87.877,641.31,352.89,9995.7,724.68,600.64,191.55,1613.3,1705.9,83.916,389.98,27.664,121.76,95.562,2211.4,85.605,219.46,316.1,16175,472.17,167.46,114.46,98.822,53.052,59.961,654.67,164.83,85.46,584.19,264.41
12,23,22.148,450.23,487.61,24.981,93.887,720.57,1382.9,6968.2,452.18,243.91,292.34,1273.2,659.8,50.485,432.09,12.178,31.027,45.719,780.4,45.804,59.869,19.17,538.84,21087,33.052,375.33,446.68,421.26,82.521,535.3,127.14,30.201,222.16,4771.4
12,24,10.555,28.005,129.34,16.955,27.874,36.348,35.155,559.67,32.105,2460,36.57,509.34,420.99,36.002,10.527,1.8604,3.4719,69.241,95.227,5.4572,1.9738,43.799,58.442,53.1,7273,9.8549,9.6526,14.288,4.5884,35.468,20.672,5.1558,122.47,1061.4
